complaint_type,complaint_id,status,date,description,text,url
Problems with Product/Service,1414188194,Answered,09/14/2021,Initial Complaint,Me and my brother applied to these apartments 2 weeks ago. They were contacted and were very RUDE over the phone towards my brother stating that they didn't have any applications on file which was not true at all when we just spoke to someone a week ago. It's ridiculous how these people have bills and are employed but don't want to do their fair share in helping the ones who need a place to stay. And COVID makes everything worse for anyone's living predicament who has faced eviction. It's downright trashy and unprofessional.,https://www.bbb.org/us/tn/memphis/profile/apartments/beacon-manor-apartments-0543-44049436
Problems with Product/Service,1414188194,Answered,10/01/2021,Business response,"Business Response /* (1000, 5, 2021/09/15) */ I do apologies for any misunderstanding this may have caused you. If you and your brother can come into the office we can discuss actions to see if we are able to accommodate you guys thanks in advance",https://www.bbb.org/us/tn/memphis/profile/apartments/beacon-manor-apartments-0543-44049436
Problems with Product/Service,1438873180,Unanswered,10/20/2022,Initial Complaint,Hi my name is ******************************* my cornern and my complaints that I was suppose to been file on ms.*************************** is the landlord but she trying to put me out on some he say she say and my apartment look like c*** but she ain't trying to fix this apartment up but when some drama have started she points at my address and I been threatened and I'm a single mother with 5 kids and its already hard for me cause I am take care 1 of my children and he is a sick baby and and I really don't agree what she have to say for her to be a property manager and she really ain't doing her job as she really she surppose as a landlord so now I'm coming to you all to make this file complaints against her and half of the stuff been fix an half not the rest still looking like this from the pictures below and I been complain to them not solving nothing so I'm done so I'm Turning it over to yall so y'all can deal with it and no carpet since now they pick it up in august and my bathroom been like that since June and that crazy but to be a landlord to us is not good and i will never reommend no one to stay in this apartment cause I been over here since she became a property manager and she. Is. Not. Helpful at. All thanks,https://www.bbb.org/us/tn/memphis/profile/apartments/annies-townhomes-0543-44081435
Billing/Collection Issues,1438873179,Unanswered,12/30/2021,Initial Complaint,"In the month of September, 2021, I paid a $50 security deposit for an apartment unit that was listed as an available unit on the website. When I called the apartment complex, which was the next day, I was informed that the apartment didn't have any vacant units and had a waiting list. I spoke to the Manager who asked me if I would like to be added to the waiting list. I advised the manager that the apartments that were listed stated vacant, and that I didn't want to be added to the waiting list. The Manager stated that since my application would not be processed, I would receive a refund in the amount of $50. I have followed up with apartment complex, and in the month of November, I was advised that the refund was processed. It is not December 30, 2021, and I have not received my refund that is due. The apartment complex was listing units as vacant, when in fact, they were aware that they didn't have any available. This is fraud, and theft. I am requesting that my refund is paid to me for resolution to this complaint.",https://www.bbb.org/us/tn/memphis/profile/apartments/annies-townhomes-0543-44081435
Problems with Product/Service,1546018351,Answered,11/29/2022,Initial Complaint,"I ***********************, have been living in the Westside Manor apartments( ************* apt #2) since November 11, 2022. In my apartment has no heat, gas, or cold water. I've complain multiple times on the issue. I've called MLGW and was told by them that this apartment hasnt been inspected nor been approved by code enforcement. I was wanting my rent ($700) and deposit ($350) back for this month, considering that it may be unsafe for me to stay here as it continues to get colder..",https://www.bbb.org/us/tn/memphis/profile/apartments/westside-manor-apartments-0543-44181890
Problems with Product/Service,1546018351,Answered,01/03/2023,Business response,"I'm responding to the letter I received in regard to a complaint from one of our tenants. So, the issue has been resolved. The tenant issues where fixed within in a timely manner. She has heat and hot water. ",https://www.bbb.org/us/tn/memphis/profile/apartments/westside-manor-apartments-0543-44181890
Problems with Product/Service,1459906272,Unanswered,08/31/2022,Initial Complaint,"We moved in August 19th I payed $810 which included deposit and rent for the month of August even though we are there for two weeks of that month. Upon move multiple residents discovers a lot of problems moving in. Door keys werent working, Apartments werent cleaned as advertised they would, my closet door was missing, and they are removing things from out apartment that are in our lease. The property manager says Ill get it figured out but always fails to do so. He and this staff are no help. The whole apartment building is infested with Roaches. They apparently try to come spray every Thursday but its infested so something else needs to be done. Their are boxes in hallways with Washers, Dryers, and Microwaves. Not to mention even doors are left in the hall way. One of our amenities is a trash chute which is full of trash to the ceiling which doesnt help with the ***** problem. Residents have also bought Parking passes ($50) a month but anyone can park there including people who dont live at the complex or havent paid. My apartment bedroom is missing a closet door, my fan in my bathroom doesnt work, the fridge seal is broken, and cabinets are oil stained. This is all still there even after hours of cleaning and money spent. All things we shouldnt have had to do. The nine is taking advantage of college students and thinking that we can do anything about it. Our high rent should include everything in the lease it said it would. Upon arrival we shouldnt have had this many problems. There are residents who have contacted lawyers because of problems with this establishment. This is my hope that you all can get something done. If our rent is to be so high things should be changed. For this next month there should be something discounted. We have played maintenance, cleaning crew, and resident while living here. When we should be able to feel comfortable and worry free at our home.",https://www.bbb.org/us/tn/memphis/profile/apartments/the-nine-at-memphis-0543-44122720
Problems with Product/Service,1424967837,Unanswered,10/03/2022,Initial Complaint,So for two months Ive been trying to move in these apartments. I paid $1500 the first time. I called for two months straight. *********** kept giving me the run around. Saying something about the carpet and then cleaning up the place. So this pass Friday I gave her first month rent for this month which was another $850. I go in Saturday and townhome is a mess . Floors coming up. Looks infested. Then she dont want to refund my money back. I have videos in my phone. I just want my money back she stated the guy thats over her will not refund money.,https://www.bbb.org/us/tn/memphis/profile/apartments/commons-at-brentwood-0543-44156473
Problems with Product/Service,1424967836,Unanswered,03/28/2022,Initial Complaint,I moved in the end of December and i have had alot of rats and mice problem.They haven't did anything about it.i had to pay for my own terminator. And im still having problems and they said they don't provide that service. I am pregnant high risk and need help bad.,https://www.bbb.org/us/tn/memphis/profile/apartments/commons-at-brentwood-0543-44156473
Advertising/Sales Issues,1424967835,Unanswered,01/31/2022,Initial Complaint,"December15,2021 I made an Deposit of $950.00 to Commons At Brentwood for a three bedroom.(Ms.****) I was told that the apartment would be ready the week after New Years.The floor in the apartment was broken up I requested a refund.On Wednesday January26,2022..Friday January28,2022 I was also told that he brought in their pay checks but no refund.I have attempted contacting the corporate office,No contact information is listed.On Today January31,2022 Ms.Kay stated the owner hung up in her face when she asked for my refund I really need assistance with this company.",https://www.bbb.org/us/tn/memphis/profile/apartments/commons-at-brentwood-0543-44156473
Delivery Issues,1424967834,Unanswered,12/16/2020,Initial Complaint,Ms.**** was given a deposit for a 3bed room apartment and I was told that I'll be contacted when they installed the Carpet that was over a month ago and now Ms.**** is not answering my phone calls and she has not been in office!,https://www.bbb.org/us/tn/memphis/profile/apartments/commons-at-brentwood-0543-44156473
Advertising/Sales Issues,1359678795,Answered,11/12/2021,Initial Complaint,I paid my rent early on September 26th 2021 for the amount of $600 which would be covering the amount of $579 for the month of October which was billed on October 1st. The property management system recognized the payment of $600 but tried to charge my card again on October 1st for the amount of $579 after the $600 was already applied resulting in a $11 balance then on the 2nd a NSF Fee of $35.00 was added to my account. I've tried two times to resolve the problem with management but they refuse to rectify the situation. I'm would like my account to be credit for the amount of the NSF Fee. Effective 11/11/2021 they turned off my ability to pay via ACH (eCheck) resulting in additional fees to my account. I'm requesting that feature be turned back on.,https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Advertising/Sales Issues,1359678795,Answered,12/08/2021,Business response,"Business Response /* (1000, 5, 2021/11/15) */ We have explained several times in person that there was 2 payments that came back thus resulting in having to pay with certified funds moving forward. We have attached a screenshot of both payments that came back for non sufficient funds 10/2/21 & 11/4/21. This message comes directly from your bank. You may want to contact your bank to get any further explanations as they are the ones that report to our system that there were not enough funds to cover your payments on both occasions. We can not credit your account the NSF due to the fact your payment did come back is non sufficient. You are more than welcome to come back for another explanation in office & hopefully you will understand better. My advice moving forward is to bring a money order in with the amount that is to be paid each month so there will not be any issues with NSF fees.",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Problems with Product/Service,1359678794,Answered,10/15/2021,Initial Complaint,"Uncleanliness, garbage left in hallways for days without being picked up, dog pee and poop in hallways left for multiple days, mold in bathroom toilet and ceiling, rent always higher than the signed lease agreement $579 haven't paid that since the first month my lease always over they say because of utilities but I'm never in my unit i work all the time. They cover $20 utility and $10 garbage fee and $10 parking in which they don't say we will be charged monthly for parking!! Very unclean building prices are up and down they charge everyone different prices for the same exact rooms!!",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Problems with Product/Service,1359678794,Answered,11/09/2021,Business response,"Business Response /* (1000, 5, 2021/10/18) */ We have sent out numerous emails and blast text regarding the cleanliness of the property. We have Cleaning services who clean the property regularly. However, it our responsibility along with the residents to help us keep the property clean. With that being said, we have implemented additional cleaning that will hopefully solve this issue. We strive to ensure a clean environment here at the Stratum.",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Problems with Product/Service,1359678793,Answered,10/12/2021,Initial Complaint,"On several occasions the tenants of the complex have thrown glass, bottle rockets, animal feces, chairs, tables, and other items at the employees of my business (***************************) I have contacted police and management of this establishment several times with these issues and there have been zero resolutions.",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Problems with Product/Service,1359678793,Answered,11/02/2021,Business response,"Business Response /* (1000, 5, 2021/10/13) */ We apologize for any inconveniences. We have sent several notices in the past and just sent out another one to the residents on 10/13/21. We are working around the clock to ensure safety. We do not condone is this behavior and hope to have a stop with this soon.",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Advertising/Sales Issues,1359678792,Answered,09/30/2020,Initial Complaint,"I am being billed by Stratum on Highland and I never signed a lease agreement with them. In March of this year, I began searching for an apartment to move into. Since I am a college student I decided to look at Stratum on Highland because I was told that they cater mostly to college students. When I visited Stratum, the lady showed me around and told me that I could move in the following semester (Fall Semester). I told her that I was looking at other apartments because I needed something on or before June. She than told me that their vacancies fill up fast so if I wanted to be notified of a spot I needed to provide my email; which I did. At the end of April, I received a call from one of the other apartment complexes and they told me that they would have three apartments available in May. Since that apartment complex had something sooner I decided to lease with them and I moved in on May 15th. In July, I received a phone call from a lady at Stratum and I told her that I had found and moved into a complex that had apartments available in May. She told me that since I would not be leasing from them that I would need to find a tenant to move into their apartment. I told her that that was not my responsibility and that I never signed a leasing agreement, promissory note or any other type of document with them. For the remainder of that month, I received several harassing calls from a lady at Stratum. Then in August, I received a ""Welcome Home"" email from them. The email contained a link and when I clicked on the link it took me to a portal that contained a leasing agreement that I had never seen before. The portal also contained an accounting statement that reflected an outstanding balance of $9,538.08. I am baffled by Stratum business practices. First, I never signed a leasing agreement with them because I was never provided one and second, I absolutely do not owe them any money for occupancy as I have never lived in their apartment. Stratum on Highland intimidating tactics are unfair and unethical. I am a full-time college student that works a full-time job and I do not need the extra stress that they are adding to my life. I no longer want to be harassed by email or phone call from Stratum on Highland. I also do not want their fraudulent accounting statement to impact my credit",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Advertising/Sales Issues,1359678792,Answered,11/16/2020,Business response,"Business Response /* (1000, 5, 2020/10/15) */ ************** signed a lease here at the Stratum on 01/14/2020 with a move in date of August 14,2020. ******* received multiple emails about her upcoming move, such as Welcome letter (sent 7/15/20), Community rules and regulations (sent 7/24/20), Room assignment addendum (7/29/20), Resident handbook (sent 7/29/20) and Move-In instructions (sent 8/03/2020). The lease states on page 2 section 5-A through D ""Landlord has a ""no lease termination"" policy. Upon signing this Lease you are legally obligated to all Rent and other conditions under this Lease. School enrollment changes or other life changes do not release you from the obligations of this Lease. There is no option to pay a ""break-lease fee"" to terminate this Lease. In order to be released from the obligations of this Lease, you may transfer your Lease to another qualified individual (""Lease Transfer""), on the following conditions: a. You must submit a request to us in writing of your intent to transfer the Lease. If we consent to the transfer, you will still be liable for all of the Rent and other obligations under this Lease unless we specifically agree in writing to release you. b. Landlord must provide written consent of the Lease Transfer, which shall be at our sole and absolute discretion. The effective date of the Lease Transfer must be at least sixty (60) days prior to the Ending Date of the Lease. c. You are solely responsible for finding a new applicant (a ""Replacement Resident"") to take over the remaining term and payments of the Lease. The Replacement Resident must be approved by Manager, in its sole and absolute discretion. If the Replacement Resident is of a different gender than the others in the Apartment, all occupants and guarantors must approve in writing of the coed living arrangements. d. The transfer of this Lease will only be effective after the Replacement Resident has been approved (in the manner as required by this section), moved in and paid the first month's rent. You must also pay us a non-refundable fee equal to Three Hundred Dollars ($300) (""Lease Transfer Fee""), which fee will serve to partially defray our costs of administering the transfer of the Premises. Any other application fees or administration fees are non-refundable and cannot be prorated, regardless of timing of the Lease Transfer. The Lease Transfer Fee is not a limitation of damages collectable by us. Our consent to one or more Lease Transfers will not be a waiver of our rights of consent to any future transfer. Once ******* did not complete her move on as scheduled she was sent a Financial obligation letter on 8/17/2020. After multiple failed attempts to make contact per the FOB (financial obligation letter) we were able to successfully assist resident in back filling her unit, reducing her balance. Consumer Response /* (3000, 7, 2020/10/20) */ (The consumer indicated he/she DID NOT accept the response from the business.) I never physically or electronically signed a lease agreement with The Stratum of Highland apartments. Where is the lease agreement with my signature and since they stated that they sent emails where is the email where I agreed to lease with them?",https://www.bbb.org/us/tn/memphis/profile/apartments/the-stratum-on-highland-0543-44043106
Problems with Product/Service,1438873229,Answered,11/08/2022,Initial Complaint,"This situation and more has been communicated to YUGO management.My daughter is currently staying the third night in a hotel at our expense because she cannot stay in her apartment due to the bullying and threats by her roommate. We have been very patient. We have also tried to handle this properly by filing a police report for the damage she did to our daughters property. She damaged her property and entered our daughters room without permission while she was not home. While our daughter was at work the roommate took all of the groceries and frozen items out of the refrigerator and freezer and placed them on the counter and turned up the heat and left them out to ruin. Today our daughter was unable to get the air conditioning turned on. The apartment was extremely hot. She had a fever of 102 and had the flu, possibly RSV, which is very serious due to her having severe asthma. She could not stay home and checked into a hotel while severely ill. We can't know for sure, but we suspect that the air conditioning unit had been turned off at the breaker box. Also, because our daughter has been so ill since this new roommate moved in, we will have her tested for poisoning because the girl tampered with our daughters food which we noted in the police report. Of course, we are praying this is not the situation, but because of this girl's extreme harassment, threats and bullying, we cannot be sure without testing. She also has been placing our daughters groceries on the back of the top shelves of the cabinets because she is extremely short. Such a level of cruelty our child has never been exposed to. We cannot figure out why this new roommate has decided to try to get our daughter to move out, but certainly, it is an orchestrated attempt. We also cannot understand why **** is not addressing this volatile situation. We have made dozens of phone calls and are never able to reach a live person. I have left numerous messages myself and have yet to be called back. We are not",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873229,Answered,11/23/2022,Business response,"The resident, *********************, has already been transferred to a new unit due to the situation with the help of our maintenance team. We were not made aware that ****** was in a hotel at first, **************** made aware we offered a temporary transfer to another unit, which in the end is where we had her permanently transfer to at a discounted rent price. 
",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873229,Answered,11/28/2022,Customer response," 
Complaint: 18376006

I am rejecting this response because:
I have sent this to Jee Par twice with no response 
****** has now moved into her new room. We did this under protest because it was the only way to keep her safe. We have filed all the necessary reports concerning the illegal drug use in ******'s previous room. We have sent pictures of unlawful drugs, and your employees have confirmed the drug use. We want to be clear on this just in case something bad happens concerning this roommate and the illegal drugs that are being used in the apartment.
We have incurred several expenses. ****** has missed a week at work. We had to bring her back to ******* for a few days to keep her safe from the drug use and the bullying that was taking place. We also had to rent hotel rooms to keep her out of harm's way. Dealing with **** has been extremely difficult. We are asking for the hotel expenses to be reimbursed ($743.16). We are also asking for the gas it cost us to bring her home ($100) and the $300 she lost by missing work and $200 for eating expenses while she was unable to access her apartment safely. 
We want to reiterate that we have notified you of the illegal drug use and that your employees have confirmed it. 
At one point, we were told that ****** would be able to return to her room and that her roommate would be moved out by noon. Instead, ****** was forced to stay in a vacant room without her belongings. You get the picture: no shower curtain, no towels, no food, nothing. I feel like we have been the victims of bullying and abuse by the roommate as well as the gross negligence of **** in enforcing the rules concerning illegal drug use and bullying.
We are asking for:
Hotels $743.16
Gas $100
Missed Work $300
Expenses $200
Total $1343.16

Sincerely,

*********************",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Advertising/Sales Issues,1438873225,BBB unable to locate business,09/29/2022,Initial Complaint,"Yugo Memphis charged me $450+ after moving out. They charged my roommate $750+ and after numerous complaints and hounding for over a month from me, I finally received a response. Their response is in the attachments below. As you can see, *** requested both my lease and photos of damages or and explanation of charges. I have yet to receive a reply so this morning I try to log onto the portalmy account is inactive. Im not happy with the reduction Ive received because its odd that my roommate had more damage charges than me but is now only getting a paint charge. She contacted them again after I informed her about their response to me. This really feels like a scam! There should be no reason were getting charged for leaving the unit in better condition that move in. I have the move in pictures and a move out video to vouch for myself. Bad Business!",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873231,Unanswered,09/16/2022,Initial Complaint,"My daughter lived at this property from August 2021 through August 2022. Mid way through her lease Yugo became the management company. We moved in to pure filth. However, we cleaned it and made management aware of any/all issues. There is also an addendum to the lease that proves our claim. We never received an executed copy from management. We were told they needed time to address everything and never followed through and we never received it. Upon move out we cleaned her room and turned in our keys and parking pass. There was no damage or trash left behind. We have since received a fraudulent invoice for $475 for damages and cleaning. 3 times I have requested proof of these damages with no response. We have been told by their on site property manager that these are blanket charges charged to everyone who moved out and that **** has no proof or documentation from the previous management company. This week I received a 3rd copy of the invoice along with a threat of legal action and/or collections. This is pure fraud and it has been done to numerous other residents as well. I want these invoices to stop and I want to move forward. We have secured another residence for this school year and want nothing more to do with this dishonest company.",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873224,BBB unable to locate business,09/16/2022,Initial Complaint,My daughter leased an apartment from this company and moved out in July of 2022. We were charged over $600 of damage charges when she moved out. We sent pictures and videos showing the satisfactory condition that she and her roommates left the apartment. We were also charged for keys that hadnt been turned in when she did turn them in. When we called to inquire about the charges we were told by an employee that they had assigned blanket charges to all tenants because they werent the company that owned the apartments when they moved in and therefore didnt know what shape they were in when the moved in. When we sent videos and pictures as proof they will not respond. We finally got someone else on the phone and they said over a month after the charges had been assigned to everyone that they had not even checked the apartments since tenants moved out. They have threatened to send the charges to collections. We also paid $50 a month for two years for gated parking when the gate was NEVER closed. It was part of the lease agreement that it would be closed at all time. They also refuse to return our $300 deposit even though proof has been provided. My daughter lived in apartment 210-A.,https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873230,Unanswered,08/08/2022,Initial Complaint,Apartments my daughter lived in for two years. They are trying to charge a damage/cleaning fee when we have pictures and videos that the apartment was left spotless. They told us over the phone it was a blanket fee they were charging everyone since they arent the original company running the apartments when she moved in and they dont know what condition the apartments were in when she moved in. Refusing to give deposits back saying since they werent the original company they have no record of deposits. They are doing this to every tenant that moves out.,https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Problems with Product/Service,1438873226,Unanswered,08/26/2021,Initial Complaint,"On July 1st, I notified the apartment of a flea infestation that was the fault of a previous roommate. They never responded. My roommate went to the office herself about a month later because the infestation had gotten even worse. They said they would replace the couch and send in pest control. They have done neither. A new roommate moved in to the old room that is essentially the source of the problem despite the fact that the apartments had still not handled the problem; our lease states that the apartments will not lease a room/apartment to a tenant if they are aware of a pest issue. My roommate went down to the office again last week to complain about the issue, and they said they'd call her by the end of the day letting her know when pest control was coming. They never called, and pest control has still not been sent in. I also emailed them again two days ago and have not heard anything back.",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Billing/Collection Issues,1438873228,Unanswered,07/28/2021,Initial Complaint,"The morning of July 24, 2021. The dryer in my apartment broke while it was drying clothes. I put in a work order that morning for maintenance to come that day. Maintenance never came that day, but the dryer cut back on. I tried drying my clothes again because it started to work again, but after 20 minutes it cut off. I unplugged and plugged my dryer back in to try to fix it. When I tried plugging it back in, I got electrocuted for 15 seconds on my right hand. I instantly couldn't move or feel my hand. On July 26th, I lost feeling in my right leg and foot. I decided to go to the ER because the urgent care I went to suggested that I needed to go ASAP. I waited at the ER from 5pm to 3am on July 27th. The nurse practitioner stated that I need to go to a neurologist because there wasn't much she could do. When I told the apartment that I had to go to the ER that's when they finally had someone check on the dryer. The worker said ""Because of the 240 voltage I'm surprise you're not dead now""",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Billing/Collection Issues,1438873227,Unanswered,07/27/2021,Initial Complaint,"I am filling a complaint on Gather southern in Memphis tn. I as well as 3 other people have been living at the gather for a year. It has been nothing but problems. My time being here I have seen multiple managements come thru all which have been no help. Starting with outside the trash is always overflowing, there is always trash on the sidewalks that is never picked up. There are stains on the sidewalks that could easily be removed with a presser washer. There is always dog poop on the ground that people are always stepping in, and in the lease it says you will be fined if you do not pick up your dog poop. The gate that leads into the parking lot which we pay 40 extra dollars a month for is always open which leaves people having to park across the street and walk over at night. This is false security as well. Inside the apartment there is mold growing in my roommates room. Things are never fixed in a timely manner. I have a lot more to say about this place, but not enough characters..",https://www.bbb.org/us/tn/memphis/profile/apartments/yugo-memphis-southern-0543-44124658
Billing/Collection Issues,1547751736,Unanswered,09/01/2021,Initial Complaint,"I moved in to ********************** on 8/3/21. I work at home. I have a son with severe asthma who is 14. I fell on 8/4 & broke my ankle & fibula bone & had to have surgery on 8/19/21. The a/c went out in this apt on 8/5/21 & they refuse to fix it. I contacted code enforcement & they cited them twice & have cited them to court but they refuse to fix the a/c. It isn't livable with the heat & heat index. You can't breathe in the apt. Also my back door was crowbarred in & they refused to fix it but has now been nailed shut which is also a health hazard. The owner made derogatory comments about me & doesn't know me & they are completely false. I believe I'm being discriminated against because I'm white. I'd like rent I pd for Aug rent to be refunded partially due to unlivable conditions. I'm a single mom, haven't been working and can't without this apartment being made livable. I don't know what to do. I've never experienced anything like this before. I'm supposed to start work on 9/6.",https://www.bbb.org/us/tn/memphis/profile/apartments/chasseur-realty-investors-llc-0543-44140743
Problems with Product/Service,1547751735,Unanswered,03/27/2021,Initial Complaint,"it is literally raining inside my bedroom. maintenance has been here and its still raining in the middle of my bedroom. no one seems to care. around a month ago I contacted the maintenance crew with the problem of my ceiling was leaking. they rushed over with buckets and plastic and also screwed my ceiling to prevent it from caving in on me stating their concern for the upstairs neighbor as his apartment surely must be ruined. the next day the head maintenance person stated that it wasnt coming from the upstairs neighbors, and that was literally the last of it. not from up there so we dont know how its happening. now every time it rains it now rains in my bedroom. this is exactly how they've handled every single request for maintenance. upstairs toilet was leaking literal sewer water into the only bathroom in the apartment took hours to get someone to look at it despite the front desk lady saying they'll dispatch the crew immediately. of course, as was with every other maintenance request, the front desk lady was new and stated that she had no idea that the request was even made and made no effort to help, rudly exclaiming ""do you want a bucket?"" when I stated it was still raining sewer water in my bathroom. these are just the start of shady business practices this company has done, earlier this year when changing a water heater in a different apartment they cut water to the whole complex without warning, only to turn it on without informing anyone that when an abrupt water stoppage occurs you must flush your faucets for contaminants. this company doesnt have its tenants interests in mind and frankly l think its criminal to expect someone to pay for an experience that one could have under a bridge.",https://www.bbb.org/us/tn/memphis/profile/apartments/chasseur-realty-investors-llc-0543-44140743
Billing/Collection Issues,1424965135,Answered,10/13/2021,Initial Complaint,"I cancelled my property management agreement with JD Marks. Per their Mutual Release Agreement, funds owed to me were to be released 60 days after July 28, 2021. I reminded them after 70 days that they owed me money, and Marshall Gordon replied that they would forward the funds to me. It has now been 77 days and I have not received the money owed to me. JD Marks needs to pay me rent collected for June and July, any back rent collected, the $1,000 in the impound account, and the $600 in security deposits held by them.",https://www.bbb.org/us/tn/memphis/profile/property-management/jd-marks-inc-realtors-0543-1633
Billing/Collection Issues,1424965135,Answered,01/06/2022,Business response,"Business Response /* (1000, 7, 2021/10/29) */ All funds due Mr. ******* including back rent, any rent due, owner impound and security deposits have been refunded to him per his Management Agreement. We were a few days late in refunding the final portion of funds owed him due to people being off in our office due to Covid 19. Consumer Response /* (3000, 9, 2021/11/09) */ (The consumer indicated he/she DID NOT accept the response from the business.) ******** ****** (President of JD Marks Realtors) provided a much longer response (attachment 1,1 page) to the complaint I filed with the Tennessee Real Estate Commission. His response to the Commission does not cite COVID-19 as a reason for not paying the funds owed to me within the timeframe outlined in the contract. After filing complaints with the Better Business Bureau and the Commission, I received a check from Mr. ****** on October 18, 2021 (for $461.38) and a second check on October 22, 2021 (for $200.00) - 86 days after the termination of the contract and 26 days beyond the 60 days called for in the contract. That is more than ""a few days,"" as characterized by the response provided to the Better Business Bureau. Although Mr. ****** provided me with only 7 pages of accounting documents with the check received on October 18, 2021, he provided the Commission with 23 pages of documentation (attachment 2, 23 pages). I believe that the documents provided to the Commission by Mr. ****** demonstrate that he is still in violation of remitting all funds owed to me. For example: (1) Although the Mutual Release Agreement was not emailed to me by Mr. ****** until July 28, 2021, I notified ***** Quinn (the property manager with whom I worked) on July 20, 2021 of my desire to cancel my contract (attachment 3, 5 pages). On the check register (from 7/01/21 thru 7/31/21), there is a charge for $440.00 on July 22, 2021 two days after I notified them of my intention to cancel my contract. The work order provided by Mr. Gordon indicates that this charge was to patch holes in the walls. In fact, the holes were still there when my new property manager assumed responsibility for the building on August 1, 2021. She arranged for all repairs to the unit, including the holes left by Mr. ******'s non-paying evicted tenant (attachment 4, 1 page). (2) On the Operating Statement dated July 29, 2021, there is a charge of $1,395.00 for ""carpenter repairs."" I cannot find an invoice for any carpenter repairs for that amount among Mr. ******'s documents. Also, the contract clearly states that any repair in excess of $1,000.00 must be approved by me (attachment 5, 1 page). Regardless of the amount, ***** Quinn always notified me of any repairs being done to the building, and this carpenter repair was never brought to my attention or approved by me. (3) On the Operating Statement dated September 29, 2021, there is an $80 charge for ""grounds maintenance."" The accompanying invoice from Porter Lawn Maintenance indicates services rendered on 8/3/2021 and 8/17/2021. My contract with Mr. Gordon's property management company was terminated on July 28, 2021. Mr. ****** has no legal authority to withhold funds for services allegedly performed after the termination of our contract. Given that I have provided the Better Business Bureau with a copy of Mr. ******'s response to the Commission, I believe it is necessary to point out false statements made by Mr. ****** in his response. (1) Mr. ****** states, ""Prior to the current complaint, there was never any claim by Complainant that he had not received all sums to which he was entitled."" In fact, I sent an email on October 6, 2021 reminding Mr. ****** that I had not received the funds owed to me, to which Mr. ******'s responded 4 minutes later that he would forward the funds to me (attachment 3, previously referenced). My complaint with the Commission was filed on October 13, XXXX X days after Mr. ****** acknowledged that he still owed me money. (2) Mr. ****** states, "". . . although this involved substantial expense for the eviction process itself and for repairs to the unit."" As noted earlier, I cancelled my contract immediately after the eviction of the non-paying tenant Mr. ****** placed in the unit. When my new property manager took possession of the unit on August 1, 2021, no repairs had been done. She has since arranged for the completion of all repairs including patching holes in the walls (attachment 4, previously referenced) and placed a responsible and reliable tenant in the unit. The fourth unit is currently being repaired and a responsible and reliable tenant has already been selected. It is unfortunate that Mr. ****** was not honest with me by admitting that successfully managing my building was beyond the ability of his property management company; it would have saved me a lot of time and money. But Mr. ****** and I can agree on the ""substantial expense for the eviction process."" It looks like letting Mr. ****** handle the eviction cost me approximately $2,500.00. (3) Mr. ****** states, ""J. D. Marks has forwarded statements for June, July, August, September, and October of 2021 to Complainant."" With the first check received on October 18, 2021, I also received 7 pieces of paper (attachment 6, 7 pages). No statement or documentation regarding income/expenses for July 2021 was included. It was not until October 29, 2021, when I received the documents Mr. ****** submitted to the Commission, that I saw any accounting of the income/expenses for July 2021. I am not sure why Mr. ****** would send the Commission 23 pages of documents while sending me only 7 pages. Thank you for the opportunity to provide this response.",https://www.bbb.org/us/tn/memphis/profile/property-management/jd-marks-inc-realtors-0543-1633
